pair,actual_x,actual_y,predicted_x,predicted_y,error,success,raw_score,edge_score,gradient_score,projection_score,combined_score,confidence,scale,angle,second_score,score_margin,uniqueness,candidate_count,recovery_used,consensus_support,consensus_score,ambiguous,weak_match,failure_class
pair_436,731,498,732,498,1.0,1,0.713651,0.468519,0.142564,0.952083,0.598094,0.598094,1.04,1.0,0.483828,0.114265,0.191049,20,0,0,0.598094,0,0,SUCCESS
pair_437,153,766,153,766,0.0,1,0.792004,0.50718,0.143937,0.920733,0.631171,0.631171,1.02,0.0,0.498403,0.132769,0.210353,20,0,0,0.631171,0,0,SUCCESS
pair_438,136,663,136,663,0.0,1,0.826336,0.538601,0.141759,0.948186,0.656244,0.656244,1.04,-1.0,0.451049,0.205194,0.31268,20,0,0,0.656244,0,0,SUCCESS
pair_439,752,343,752,343,0.0,1,0.853736,0.676273,0.166259,0.961099,0.702221,0.702221,0.98,1.0,0.52391,0.178311,0.253924,20,0,0,0.702221,0,0,SUCCESS
pair_440,718,758,718,758,0.0,1,0.806395,0.628315,0.170505,0.948153,0.671953,0.671953,0.92,0.0,0.512613,0.15934,0.23713,20,0,0,0.671953,0,0,SUCCESS
pair_441,472,369,471,369,1.0,1,0.696625,0.463596,0.144545,0.937128,0.587704,0.587704,1.02,0.0,0.488761,0.098943,0.168356,20,0,0,0.587704,0,0,SUCCESS
pair_442,603,880,603,880,0.0,1,0.778776,0.546984,0.156026,0.957271,0.643566,0.643566,0.92,-1.0,0.501398,0.142169,0.220908,20,0,0,0.643566,0,0,SUCCESS
pair_443,534,790,535,791,1.4142,1,0.756509,0.452584,0.13777,0.943028,0.60928,0.60928,0.94,1.0,0.477772,0.131508,0.215842,20,0,0,0.60928,0,0,SUCCESS
pair_444,434,188,434,188,0.0,1,0.78149,0.672297,0.16855,0.938424,0.66845,0.624497,0.925,-1.5,0.625084,-0.000587,0.0,20,1,8,0.636497,1,0,SUCCESS
pair_445,892,212,892,212,0.0,1,0.790217,0.574472,0.148224,0.970208,0.654668,0.654668,0.96,2.0,0.48548,0.169188,0.258433,20,0,0,0.654668,0,0,SUCCESS
pair_446,606,534,606,534,0.0,1,0.753375,0.614406,0.153727,0.93988,0.642952,0.596696,1.005,-0.5,0.477413,0.119283,0.199906,20,1,8,0.608696,0,1,SUCCESS
pair_447,497,707,497,707,0.0,1,0.837884,0.58277,0.14565,0.963455,0.673529,0.673529,0.94,-1.0,0.465246,0.208283,0.309242,20,0,0,0.673529,0,0,SUCCESS
pair_448,801,285,660,864,595.9211,0,0.7315,0.677033,0.186082,0.950262,0.655275,0.614343,1.0,0.0,0.611492,0.002851,0.004641,20,1,0,0.614343,1,0,CATASTROPHIC_WRONG_LOCATION|AMBIGUOUS|RECOVERY_USED
pair_449,393,816,393,816,0.0,1,0.855611,0.694611,0.169357,0.964881,0.708014,0.708014,0.96,1.0,0.496873,0.211141,0.298216,20,0,0,0.708014,0,0,SUCCESS
pair_450,881,578,881,578,0.0,1,0.797499,0.631624,0.160673,0.9471,0.666879,0.666879,1.06,1.0,0.468968,0.197911,0.296772,20,0,0,0.666879,0,0,SUCCESS
pair_451,358,342,359,343,1.4142,1,0.681873,0.456221,0.139637,0.969392,0.585799,0.585799,0.96,-2.0,0.477258,0.108541,0.185288,20,0,0,0.585799,0,0,SUCCESS
pair_452,241,587,241,587,0.0,1,0.803699,0.670772,0.164017,0.950347,0.678507,0.678507,1.0,1.0,0.482938,0.195569,0.288235,20,0,0,0.678507,0,0,SUCCESS
pair_453,12,511,12,511,0.0,1,0.777914,0.635545,0.162573,0.943985,0.659586,0.613397,0.995,1.0,0.454027,0.15937,0.259816,20,1,8,0.625397,0,1,SUCCESS
pair_454,518,63,517,62,1.4142,1,0.793994,0.409583,0.144093,0.97989,0.624311,0.624311,1.06,2.0,0.508576,0.115735,0.18538,20,0,0,0.624311,0,0,SUCCESS
pair_455,128,846,128,846,0.0,1,0.795834,0.631281,0.162485,0.943907,0.665868,0.618569,0.995,-0.5,0.445251,0.173318,0.280192,20,1,8,0.630569,0,1,SUCCESS
pair_456,311,96,311,95,1.0,1,0.702009,0.472024,0.147342,0.930752,0.590827,0.590827,1.04,-1.0,0.476182,0.114645,0.194041,20,0,0,0.590827,0,0,SUCCESS
pair_457,546,489,547,490,1.4142,1,0.70209,0.479228,0.150272,0.959072,0.598551,0.598551,1.04,2.0,0.496118,0.102433,0.171135,20,0,0,0.598551,0,0,SUCCESS
pair_458,771,76,771,76,0.0,1,0.779278,0.650549,0.169281,0.942996,0.664276,0.664276,0.92,1.0,0.484192,0.180084,0.271098,20,0,0,0.664276,0,0,SUCCESS
pair_459,149,21,149,21,0.0,1,0.800355,0.551414,0.156483,0.962684,0.654258,0.654258,1.04,1.0,0.519551,0.134707,0.205893,20,0,0,0.654258,0,0,SUCCESS
pair_460,179,460,179,460,0.0,1,0.786416,0.655464,0.161379,0.933287,0.664592,0.664592,0.96,0.0,0.508688,0.155904,0.234586,20,0,0,0.664592,0,0,SUCCESS
pair_461,481,331,481,331,0.0,1,0.730856,0.491221,0.143356,0.94687,0.608632,0.556474,0.955,1.5,0.472875,0.083599,0.15023,20,1,8,0.568474,0,1,SUCCESS
pair_462,619,263,619,263,0.0,1,0.741405,0.561227,0.151949,0.943613,0.62792,0.62792,0.94,-1.0,0.458574,0.169346,0.269693,20,0,0,0.62792,0,0,SUCCESS
pair_463,646,227,646,227,0.0,1,0.787168,0.653669,0.166312,0.92528,0.663919,0.663919,0.96,0.0,0.505358,0.158561,0.238826,20,0,0,0.663919,0,0,SUCCESS
pair_464,343,87,343,87,0.0,1,0.801976,0.63631,0.167782,0.932065,0.668022,0.668022,1.04,1.0,0.486462,0.181559,0.271786,20,0,0,0.668022,0,0,SUCCESS
pair_465,521,389,521,389,0.0,1,0.797524,0.543012,0.145995,0.953,0.647411,0.647411,0.96,-2.0,0.476209,0.171202,0.264441,20,0,0,0.647411,0,0,SUCCESS
pair_466,746,366,746,365,1.0,1,0.740083,0.452928,0.138267,0.937192,0.601711,0.601711,1.02,1.0,0.480852,0.120859,0.200859,20,0,0,0.601711,0,0,SUCCESS
pair_467,487,726,487,726,0.0,1,0.803054,0.616667,0.156096,0.949674,0.665709,0.665709,0.96,0.0,0.475913,0.189796,0.285104,20,0,0,0.665709,0,0,SUCCESS
pair_468,641,112,641,112,0.0,1,0.756856,0.667404,0.163747,0.908858,0.650744,0.650744,0.96,0.0,0.478437,0.172307,0.264785,20,0,0,0.650744,0,0,SUCCESS
pair_469,574,428,574,428,0.0,1,0.890273,0.592233,0.166487,0.986327,0.705119,0.649225,1.015,1.5,0.59165,0.057575,0.088682,20,1,8,0.661225,1,0,SUCCESS
pair_470,777,184,777,184,0.0,1,0.757448,0.630766,0.169822,0.946636,0.652424,0.607249,0.985,-0.5,0.43072,0.176529,0.290703,20,1,8,0.619249,0,1,SUCCESS
pair_471,359,660,359,659,1.0,1,0.748621,0.423871,0.136047,0.97608,0.606648,0.606648,1.02,-2.0,0.485249,0.121399,0.200115,20,0,0,0.606648,0,0,SUCCESS
pair_472,231,117,231,117,0.0,1,0.815036,0.664426,0.165065,0.966814,0.685275,0.685275,1.02,-2.0,0.512153,0.173122,0.252631,20,0,0,0.685275,0,0,SUCCESS
pair_473,455,514,455,514,0.0,1,0.749001,0.515686,0.144067,0.948211,0.621193,0.621193,1.0,-1.0,0.506675,0.114519,0.184352,20,0,0,0.621193,0,0,SUCCESS
pair_474,521,200,521,200,0.0,1,0.819172,0.6832,0.164493,0.953811,0.68797,0.641705,0.965,1.0,0.553169,0.088536,0.13797,20,1,8,0.653705,1,0,SUCCESS
pair_475,573,626,573,626,0.0,1,0.796222,0.61177,0.153078,0.963266,0.664111,0.664111,0.96,2.0,0.509007,0.155104,0.233551,20,0,0,0.664111,0,0,SUCCESS
pair_476,658,305,659,305,1.0,1,0.721982,0.440432,0.150501,0.946016,0.596183,0.596183,1.02,-1.0,0.501253,0.094929,0.159229,20,0,0,0.596183,0,0,SUCCESS
pair_477,97,13,97,13,0.0,1,0.836973,0.636469,0.169251,0.925747,0.681082,0.681082,1.0,0.0,0.615818,0.065264,0.095825,20,0,0,0.681082,0,0,SUCCESS
pair_478,765,42,766,43,1.4142,1,0.728653,0.464264,0.146311,0.969912,0.607559,0.607559,0.98,-2.0,0.456354,0.151205,0.248873,20,0,0,0.607559,0,0,SUCCESS
pair_479,418,104,418,104,0.0,1,0.785552,0.619419,0.16203,0.965992,0.663709,0.663709,1.04,-2.0,0.494203,0.169506,0.255392,20,0,0,0.663709,0,0,SUCCESS
pair_480,68,21,67,21,1.0,1,0.731628,0.43221,0.138597,0.917884,0.590389,0.590389,1.08,0.0,0.471568,0.118821,0.201259,20,0,0,0.590389,0,0,SUCCESS
pair_481,276,774,276,774,0.0,1,0.787192,0.616258,0.160707,0.960169,0.662304,0.613784,1.005,-1.0,0.438314,0.17547,0.285883,20,1,8,0.625784,0,1,SUCCESS
pair_482,314,72,314,72,0.0,1,0.776785,0.528317,0.144226,0.937752,0.632773,0.632773,0.98,-1.0,0.454987,0.177787,0.280964,20,0,0,0.632773,0,0,SUCCESS
pair_483,485,711,485,711,0.0,1,0.649291,0.455965,0.145931,0.903563,0.560808,0.51326,0.925,0.5,0.400476,0.112785,0.219742,20,1,8,0.52526,0,1,SUCCESS
pair_484,888,341,888,341,0.0,1,0.817797,0.658399,0.159115,0.963193,0.68326,0.68326,0.92,1.0,0.49405,0.18921,0.276923,20,0,0,0.68326,0,0,SUCCESS
pair_485,220,545,220,545,0.0,1,0.715541,0.493819,0.135426,0.917832,0.595632,0.545425,1.005,-0.5,0.508856,0.03657,0.067048,20,1,8,0.557425,1,1,SUCCESS
pair_486,284,609,284,609,0.0,1,0.73768,0.616663,0.165521,0.891278,0.629764,0.629764,0.92,0.0,0.458748,0.171016,0.271555,20,0,0,0.629764,0,0,SUCCESS
pair_487,883,856,883,856,0.0,1,0.798166,0.634881,0.168294,0.947951,0.669491,0.622344,1.015,0.5,0.452173,0.170171,0.273435,20,1,8,0.634344,0,1,SUCCESS
pair_488,354,491,355,492,1.4142,1,0.741877,0.424477,0.140399,0.958903,0.601507,0.601507,1.04,2.0,0.499824,0.101683,0.169047,20,0,0,0.601507,0,0,SUCCESS
pair_489,534,753,534,753,0.0,1,0.792579,0.627133,0.16276,0.943402,0.663691,0.663691,0.94,-1.0,0.469509,0.194181,0.292578,20,0,0,0.663691,0,0,SUCCESS
pair_490,631,146,631,146,0.0,1,0.772307,0.547,0.148711,0.930762,0.634217,0.583849,0.945,0.5,0.437439,0.146411,0.250768,20,1,8,0.595849,0,1,SUCCESS
pair_491,803,562,803,562,0.0,1,0.73336,0.516096,0.140674,0.906814,0.606061,0.556891,0.965,-0.5,0.447005,0.109886,0.19732,20,1,8,0.568891,0,1,SUCCESS
pair_492,549,382,550,382,1.0,1,0.773212,0.460262,0.136753,0.958497,0.620387,0.620387,0.96,-1.0,0.494396,0.125991,0.203084,20,0,0,0.620387,0,0,SUCCESS
pair_493,160,716,160,716,0.0,1,0.836224,0.667875,0.166709,0.947808,0.690968,0.643496,0.945,0.0,0.465477,0.178019,0.276643,20,1,8,0.655496,0,1,SUCCESS
pair_494,298,680,298,680,0.0,1,0.805674,0.512114,0.145586,0.944301,0.64267,0.64267,1.04,-1.0,0.461782,0.180888,0.281463,20,0,0,0.64267,0,0,SUCCESS
pair_495,241,252,241,252,0.0,1,0.79018,0.637082,0.164472,0.958061,0.667995,0.667995,0.96,-2.0,0.480973,0.187022,0.279975,20,0,0,0.667995,0,0,SUCCESS
pair_496,340,526,340,526,0.0,1,0.77525,0.621158,0.162739,0.939223,0.654724,0.608195,1.005,1.0,0.413269,0.194926,0.3205,20,1,8,0.620195,0,1,SUCCESS
pair_497,792,281,792,280,1.0,1,0.702112,0.45826,0.153106,0.941928,0.591504,0.591504,1.08,1.0,0.520254,0.07125,0.120456,20,0,0,0.591504,0,0,SUCCESS
pair_498,612,874,611,874,1.0,1,0.69019,0.476057,0.147989,0.956907,0.592267,0.592267,1.0,1.0,0.494535,0.097732,0.165014,20,0,0,0.592267,0,0,SUCCESS
pair_499,493,464,493,464,0.0,1,0.824509,0.687697,0.168621,0.964943,0.694056,0.694056,1.0,2.0,0.618136,0.07592,0.109386,20,0,0,0.694056,0,0,SUCCESS
pair_500,33,861,33,862,1.0,1,0.704506,0.453875,0.142318,0.954566,0.591954,0.591954,0.96,-2.0,0.465731,0.126223,0.213231,20,0,0,0.591954,0,0,SUCCESS
pair_501,616,143,616,143,0.0,1,0.717344,0.49698,0.14218,0.895999,0.593969,0.593969,0.94,0.0,0.464314,0.129656,0.218287,20,0,0,0.593969,0,0,SUCCESS
pair_502,400,222,400,222,0.0,1,0.783368,0.657095,0.162891,0.944176,0.66618,0.620802,0.965,-1.5,0.453154,0.167648,0.27005,20,1,8,0.632802,0,1,SUCCESS
pair_503,413,347,414,347,1.0,1,0.748136,0.427079,0.152563,0.948672,0.604918,0.604918,1.02,1.0,0.512695,0.092223,0.152455,20,0,0,0.604918,0,0,SUCCESS
pair_504,760,870,759,869,1.4142,1,0.774476,0.436469,0.140956,0.947847,0.614845,0.614845,1.06,-1.0,0.504018,0.110827,0.180252,20,0,0,0.614845,0,0,SUCCESS
pair_505,186,363,186,363,0.0,1,0.842796,0.687738,0.161935,0.969191,0.700891,0.652775,0.955,-0.5,0.448186,0.204589,0.313414,20,1,8,0.664775,0,1,SUCCESS
pair_506,221,498,221,498,0.0,1,0.778133,0.491576,0.140558,0.96478,0.630636,0.630636,1.06,-2.0,0.513965,0.116672,0.185006,20,0,0,0.630636,0,0,SUCCESS
pair_507,877,736,877,736,0.0,1,0.823158,0.692371,0.168695,0.946016,0.69068,0.69068,1.02,-1.0,0.509021,0.181659,0.263015,20,0,0,0.69068,0,0,SUCCESS
pair_508,710,720,711,720,1.0,1,0.747646,0.410918,0.135837,0.954098,0.599229,0.599229,0.98,-1.0,0.498834,0.100395,0.16754,20,0,0,0.599229,0,0,SUCCESS
pair_509,403,739,403,739,0.0,1,0.799207,0.647971,0.158141,0.959526,0.672811,0.672811,1.02,-1.0,0.504346,0.168464,0.250389,20,0,0,0.672811,0,0,SUCCESS
pair_510,893,889,893,889,0.0,1,0.897974,0.604666,0.159529,0.959037,0.703836,0.649195,0.985,0.5,0.595361,0.053835,0.082925,20,1,8,0.661195,1,0,SUCCESS
pair_511,861,502,862,502,1.0,1,0.720742,0.416815,0.140022,0.922834,0.584231,0.584231,0.94,1.0,0.477113,0.107118,0.183348,20,0,0,0.584231,0,0,SUCCESS
pair_512,540,596,540,596,0.0,1,0.803111,0.617201,0.158312,0.958572,0.668061,0.668061,0.96,1.0,0.484147,0.183914,0.275295,20,0,0,0.668061,0,0,SUCCESS
pair_513,330,806,330,806,0.0,1,0.80957,0.645681,0.155127,0.957135,0.675417,0.675417,0.92,-1.0,0.509952,0.165464,0.244981,20,0,0,0.675417,0,0,SUCCESS
pair_514,253,301,253,301,0.0,1,0.792231,0.630931,0.163127,0.953758,0.666456,0.666456,0.94,1.0,0.571627,0.094829,0.142288,20,0,0,0.666456,0,0,SUCCESS
pair_515,765,150,765,150,0.0,1,0.786278,0.642732,0.167033,0.952609,0.666986,0.62053,0.945,2.0,0.585709,0.034822,0.056116,20,1,8,0.63253,1,1,SUCCESS
pair_516,874,524,874,524,0.0,1,0.706082,0.489333,0.142865,0.92117,0.593107,0.593107,1.0,-1.0,0.466837,0.126269,0.212895,20,0,0,0.593107,0,0,SUCCESS
pair_517,162,774,163,774,1.0,1,0.674,0.470708,0.151123,0.93413,0.580792,0.580792,0.96,-2.0,0.479663,0.101129,0.174123,20,0,0,0.580792,0,0,SUCCESS
pair_518,477,222,476,222,1.0,1,0.77858,0.454713,0.142677,0.976849,0.62628,0.62628,1.02,-2.0,0.48944,0.136839,0.218496,20,0,0,0.62628,0,0,SUCCESS
pair_519,119,148,119,148,0.0,1,0.749899,0.615568,0.149354,0.926752,0.638294,0.592708,1.015,1.5,0.43025,0.162458,0.274095,20,1,8,0.604708,0,1,SUCCESS
pair_520,296,482,296,481,1.0,1,0.747431,0.446337,0.147331,0.941208,0.605948,0.605948,1.02,0.0,0.507999,0.097949,0.161646,20,0,0,0.605948,0,0,SUCCESS
pair_521,41,736,42,737,1.4142,1,0.729151,0.470781,0.143664,0.972845,0.609118,0.609118,0.98,-2.0,0.47047,0.138649,0.227622,20,0,0,0.609118,0,0,SUCCESS
pair_522,67,813,67,814,1.0,1,0.748286,0.438177,0.136493,0.936471,0.601542,0.601542,0.96,-1.0,0.472694,0.128849,0.214197,20,0,0,0.601542,0,0,SUCCESS
pair_523,63,756,63,757,1.0,1,0.704905,0.414639,0.135899,0.971048,0.586279,0.586279,0.96,-2.0,0.461727,0.124552,0.212445,20,0,0,0.586279,0,0,SUCCESS
pair_524,114,747,114,747,0.0,1,0.842813,0.668974,0.164119,0.966807,0.697105,0.648279,0.945,-1.0,0.624602,0.023677,0.036522,20,1,8,0.660279,1,0,SUCCESS
pair_525,745,165,745,165,0.0,1,0.707302,0.548983,0.154368,0.943247,0.61224,0.61224,1.02,-2.0,0.48433,0.12791,0.208921,20,0,0,0.61224,0,0,SUCCESS
pair_526,341,785,341,785,0.0,1,0.759014,0.5478,0.147789,0.976765,0.638077,0.638077,1.0,2.0,0.463713,0.174364,0.273265,20,0,0,0.638077,0,0,SUCCESS
pair_527,315,467,315,467,0.0,1,0.773179,0.607903,0.163868,0.926244,0.648875,0.648875,1.06,-1.0,0.478678,0.170197,0.262295,20,0,0,0.648875,0,0,SUCCESS
pair_528,99,300,100,300,1.0,1,0.733881,0.511754,0.14651,0.944597,0.614125,0.614125,1.02,0.0,0.491821,0.122304,0.199151,20,0,0,0.614125,0,0,SUCCESS
pair_529,889,777,888,777,1.0,1,0.697349,0.469349,0.150085,0.959529,0.594732,0.594732,0.96,-2.0,0.499597,0.095135,0.159962,20,0,0,0.594732,0,0,SUCCESS
pair_530,516,105,517,106,1.4142,1,0.693067,0.456801,0.146437,0.960946,0.590063,0.590063,0.96,2.0,0.472694,0.117369,0.198909,20,0,0,0.590063,0,0,SUCCESS
pair_531,807,94,0,364,850.9694,0,0.777124,0.646083,0.188864,0.948905,0.66762,0.623066,1.0,0.0,0.62141,0.001656,0.002658,20,1,0,0.623066,1,0,CATASTROPHIC_WRONG_LOCATION|AMBIGUOUS|RECOVERY_USED
pair_532,649,866,649,866,0.0,1,0.757131,0.581563,0.15803,0.903766,0.631524,0.631524,1.06,0.0,0.464891,0.166633,0.263858,20,0,0,0.631524,0,0,SUCCESS
pair_533,92,863,91,863,1.0,1,0.701759,0.486416,0.151966,0.915845,0.591549,0.591549,1.04,0.0,0.462481,0.129069,0.218187,20,0,0,0.591549,0,0,SUCCESS
pair_534,382,25,383,25,1.0,1,0.677973,0.455936,0.142615,0.958506,0.5826,0.530704,1.065,1.5,0.443408,0.087296,0.16449,20,1,8,0.542704,0,1,SUCCESS
pair_535,14,873,14,873,0.0,1,0.708839,0.566939,0.158131,0.923315,0.613212,0.613212,1.04,1.0,0.475216,0.137996,0.225039,20,0,0,0.613212,0,0,SUCCESS
pair_536,475,199,475,199,0.0,1,0.782775,0.662682,0.165444,0.934757,0.665687,0.621216,1.015,0.5,0.431194,0.190023,0.305888,20,1,8,0.633216,0,1,SUCCESS
pair_537,726,835,850,440,414.006,0,0.793679,0.713565,0.193149,0.974374,0.693689,0.650622,1.0,0.0,0.642703,0.007919,0.012172,20,1,0,0.650622,1,0,CATASTROPHIC_WRONG_LOCATION|AMBIGUOUS|RECOVERY_USED
pair_538,499,127,499,127,0.0,1,0.824817,0.584109,0.143094,0.964711,0.66831,0.66831,0.92,-1.0,0.479688,0.188622,0.282237,20,0,0,0.66831,0,0,SUCCESS
pair_539,838,558,838,558,0.0,1,0.810241,0.705836,0.170144,0.922599,0.683812,0.683812,1.04,0.0,0.494596,0.189216,0.276707,20,0,0,0.683812,0,0,SUCCESS
pair_540,84,591,84,591,0.0,1,0.750345,0.45956,0.145276,0.922056,0.605516,0.605516,1.06,1.0,0.542546,0.06297,0.103995,20,0,0,0.605516,0,0,SUCCESS
pair_541,499,203,499,203,0.0,1,0.690235,0.483315,0.150238,0.916886,0.586182,0.586182,0.94,0.0,0.499217,0.086965,0.148358,20,0,0,0.586182,0,0,SUCCESS
pair_542,369,12,369,12,0.0,1,0.774784,0.638428,0.165354,0.931382,0.656947,0.611827,1.055,-1.0,0.415581,0.196246,0.320755,20,1,8,0.623827,0,1,SUCCESS
pair_543,318,327,318,326,1.0,1,0.706999,0.507836,0.156635,0.91665,0.599024,0.599024,1.02,0.0,0.56962,0.029404,0.049087,20,0,0,0.599024,0,0,SUCCESS
pair_544,232,238,232,238,0.0,1,0.845321,0.716321,0.170457,0.95153,0.70579,0.70579,0.94,0.0,0.521088,0.184702,0.261695,20,0,0,0.70579,0,0,SUCCESS
pair_545,59,133,59,133,0.0,1,0.811832,0.543724,0.153881,0.95245,0.654744,0.654744,1.0,1.0,0.589991,0.064753,0.098898,20,0,0,0.654744,0,0,SUCCESS
pair_546,552,112,552,112,0.0,1,0.790882,0.669331,0.157595,0.945835,0.670905,0.625415,0.945,-0.5,0.455921,0.169494,0.271011,20,1,8,0.637415,0,1,SUCCESS
pair_547,773,500,773,500,0.0,1,0.808217,0.674404,0.171442,0.944903,0.681436,0.636073,0.945,-0.5,0.450006,0.186066,0.292524,20,1,8,0.648073,0,1,SUCCESS
pair_548,33,692,34,692,1.0,1,0.746375,0.441047,0.13997,0.95117,0.604987,0.604987,0.96,-1.0,0.484032,0.120955,0.19993,20,0,0,0.604987,0,0,SUCCESS
pair_549,107,365,106,364,1.4142,1,0.721844,0.385236,0.13905,0.939926,0.58158,0.58158,1.02,-1.0,0.44581,0.13577,0.233451,20,0,0,0.58158,0,0,SUCCESS
pair_550,609,493,610,493,1.0,1,0.774536,0.471218,0.143161,0.966927,0.626076,0.626076,0.98,-2.0,0.502302,0.123774,0.197698,20,0,0,0.626076,0,0,SUCCESS
pair_551,529,726,529,726,0.0,1,0.863454,0.713554,0.166206,0.976457,0.716625,0.716625,1.0,2.0,0.518759,0.197866,0.276108,20,0,0,0.716625,0,0,SUCCESS
pair_552,188,809,188,809,0.0,1,0.859746,0.671257,0.170755,0.967467,0.705794,0.705794,0.94,-1.0,0.510571,0.195223,0.2766,20,0,0,0.705794,0,0,SUCCESS
pair_553,625,285,626,286,1.4142,1,0.791312,0.475635,0.138932,0.974274,0.634293,0.634293,0.98,-1.0,0.468341,0.165952,0.261633,20,0,0,0.634293,0,0,SUCCESS
pair_554,536,265,535,265,1.0,1,0.776686,0.412684,0.143247,0.971138,0.616088,0.616088,1.06,2.0,0.488712,0.127377,0.206751,20,0,0,0.616088,0,0,SUCCESS
pair_555,382,178,382,178,0.0,1,0.718755,0.558705,0.146808,0.934371,0.615479,0.615479,0.92,1.0,0.478928,0.136551,0.221861,20,0,0,0.615479,0,0,SUCCESS
pair_556,267,419,268,419,1.0,1,0.699596,0.460084,0.14652,0.962695,0.593698,0.593698,0.94,2.0,0.500296,0.093402,0.157322,20,0,0,0.593698,0,0,SUCCESS
pair_557,152,702,152,702,0.0,1,0.720662,0.545995,0.15338,0.899306,0.608001,0.608001,1.06,0.0,0.457964,0.150037,0.246772,20,0,0,0.608001,0,0,SUCCESS
pair_558,53,98,53,98,0.0,1,0.732943,0.559218,0.164842,0.925961,0.623181,0.576439,0.985,-0.5,0.419584,0.156856,0.272111,20,1,8,0.588439,0,1,SUCCESS
pair_559,405,580,405,580,0.0,1,0.783505,0.672802,0.16343,0.951547,0.670958,0.670958,1.06,2.0,0.503296,0.167662,0.249884,20,0,0,0.670958,0,0,SUCCESS
pair_560,100,383,99,383,1.0,1,0.77871,0.440291,0.144713,0.928068,0.614098,0.614098,1.06,-1.0,0.496527,0.117572,0.191454,20,0,0,0.614098,0,0,SUCCESS
pair_561,545,553,546,553,1.0,1,0.759426,0.476827,0.145125,0.962976,0.620756,0.620756,1.06,-1.0,0.49569,0.125066,0.201474,20,0,0,0.620756,0,0,SUCCESS
pair_562,857,5,858,5,1.0,1,0.744548,0.466117,0.146603,0.960699,0.612503,0.612503,1.06,-1.0,0.480776,0.131727,0.215064,20,0,0,0.612503,0,0,SUCCESS
pair_563,812,20,812,20,0.0,1,0.812795,0.667285,0.162234,0.944369,0.679896,0.679896,1.0,1.0,0.61392,0.065975,0.097037,20,0,0,0.679896,0,0,SUCCESS
pair_564,328,564,328,564,0.0,1,0.78242,0.59499,0.15777,0.954152,0.65435,0.65435,1.04,-2.0,0.486913,0.167437,0.255884,20,0,0,0.65435,0,0,SUCCESS
pair_565,523,234,522,233,1.4142,1,0.70318,0.473893,0.146556,0.939334,0.593229,0.593229,1.02,1.0,0.484344,0.108884,0.183545,20,0,0,0.593229,0,0,SUCCESS
pair_566,118,204,118,204,0.0,1,0.792642,0.684151,0.165953,0.931945,0.673467,0.673467,0.96,1.0,0.493178,0.180289,0.267703,20,0,0,0.673467,0,0,SUCCESS
pair_567,275,680,274,679,1.4142,1,0.766251,0.40378,0.141284,0.970182,0.60955,0.60955,1.02,-2.0,0.467314,0.142236,0.233346,20,0,0,0.60955,0,0,SUCCESS
pair_568,853,757,853,757,0.0,1,0.761853,0.651489,0.158136,0.921311,0.650929,0.650929,1.0,-1.0,0.478383,0.172546,0.265076,20,0,0,0.650929,0,0,SUCCESS
pair_569,593,777,594,777,1.0,1,0.713448,0.391961,0.137432,0.952516,0.581761,0.581761,0.98,2.0,0.473072,0.108689,0.186828,20,0,0,0.581761,0,0,SUCCESS
pair_570,53,684,53,684,0.0,1,0.851888,0.571,0.151515,0.977092,0.680676,0.680676,1.06,2.0,0.470958,0.209718,0.308102,20,0,0,0.680676,0,0,SUCCESS
pair_571,860,715,860,715,0.0,1,0.77538,0.614407,0.164061,0.933557,0.652557,0.606034,1.055,-1.0,0.427629,0.178405,0.294381,20,1,8,0.618034,0,1,SUCCESS
pair_572,21,195,21,195,0.0,1,0.805359,0.706329,0.170259,0.940913,0.685644,0.642159,0.965,0.0,0.475221,0.166939,0.259964,20,1,8,0.654159,0,1,SUCCESS
pair_573,720,108,719,107,1.4142,1,0.694198,0.478056,0.139296,0.958974,0.592945,0.592945,0.96,1.0,0.483869,0.109075,0.183955,20,0,0,0.592945,0,0,SUCCESS
pair_574,385,226,386,226,1.0,1,0.728095,0.467452,0.141473,0.978543,0.608732,0.608732,1.02,2.0,0.500679,0.108052,0.177504,20,0,0,0.608732,0,0,SUCCESS
pair_575,709,125,709,125,0.0,1,0.823627,0.63245,0.162284,0.974515,0.683301,0.683301,1.06,2.0,0.501804,0.181497,0.265618,20,0,0,0.683301,0,0,SUCCESS
pair_576,62,38,62,39,1.0,1,0.740063,0.39346,0.141183,0.948593,0.592672,0.592672,1.06,-1.0,0.45567,0.137003,0.231161,20,0,0,0.592672,0,0,SUCCESS
pair_577,200,251,200,251,0.0,1,0.687718,0.513479,0.151682,0.899918,0.588103,0.588103,1.0,1.0,0.435714,0.152389,0.259119,20,0,0,0.588103,0,0,SUCCESS
pair_578,570,84,570,84,0.0,1,0.76436,0.627107,0.161666,0.936555,0.65081,0.65081,0.96,-1.0,0.481287,0.169522,0.260479,20,0,0,0.65081,0,0,SUCCESS
pair_579,436,552,436,552,0.0,1,0.826385,0.603224,0.163442,0.950183,0.673924,0.673924,0.98,-1.0,0.514969,0.158954,0.235864,20,0,0,0.673924,0,0,SUCCESS
pair_580,521,800,521,800,0.0,1,0.736627,0.604956,0.16298,0.919184,0.632075,0.632075,0.96,1.0,0.453956,0.178119,0.281801,20,0,0,0.632075,0,0,SUCCESS
